# t, hp, hx
9.972717811400000354e-01 -3.728435478900000294e-02 2.490188355100000084e-01
9.972973589100000424e-01 -4.963795200599999818e-02 2.546847357600000028e-01
9.973227616299999987e-01 -6.303755260099999647e-02 2.591071204000000017e-01
9.973480947099999661e-01 -7.540386657700000328e-02 2.615494001800000023e-01
9.973733033899999656e-01 -8.511840709300000363e-02 2.614916538100000021e-01
9.973988654300000034e-01 -9.111879216000000337e-02 2.587364989800000070e-01
9.974242562299999726e-01 -9.355106078800000391e-02 2.533182284700000175e-01
9.974496898500000430e-01 -9.304442778999999497e-02 2.454623495699999880e-01
9.974751037900000394e-01 -9.041389908999999947e-02 2.352823636799999951e-01
9.975005179899999463e-01 -8.623055375099999975e-02 2.228611075799999952e-01
9.975260927900000407e-01 -8.090167963399999551e-02 2.085319451200000063e-01
9.975515703299999704e-01 -7.466338245100000159e-02 1.928110961399999990e-01
9.975770591400000553e-01 -6.785976872200000232e-02 1.765143963799999938e-01
9.976026677399999487e-01 -6.101079883100000295e-02 1.608162578800000075e-01
9.976279806400000227e-01 -5.458137752299999784e-02 1.467316695399999982e-01
9.976534739100000326e-01 -4.925279663599999719e-02 1.354935151199999910e-01
9.976790116100000549e-01 -4.553405968100000117e-02 1.280259993500000026e-01
9.977046572900000188e-01 -4.389033718199999989e-02 1.252359182299999929e-01
9.977302320099999955e-01 -4.454761873399999683e-02 1.275742379500000023e-01
9.977557477799999797e-01 -4.747123317100000045e-02 1.349988817399999930e-01
9.977812079500000264e-01 -5.234242615500000334e-02 1.468955032800000060e-01
9.978064839900000482e-01 -5.873763606199999820e-02 1.623631167100000050e-01
9.978319677300000468e-01 -6.600589993100000608e-02 1.803521101199999921e-01
9.978578158799999986e-01 -7.333098703500000315e-02 1.997416739900000071e-01
9.978832003600000000e-01 -7.987703057900000236e-02 2.200208270000000021e-01
9.979085638900000443e-01 -8.437405778600000350e-02 2.401813692900000019e-01
9.979339441300000280e-01 -8.575365416400000662e-02 2.595794542000000038e-01
9.979594177099999630e-01 -8.288507375999999705e-02 2.772605676500000116e-01
9.979849184600000367e-01 -7.495326652099999765e-02 2.923120908699999854e-01
9.980101295000000095e-01 -6.185484897500000134e-02 3.041494434500000010e-01
9.980358379699999505e-01 -4.555995952400000021e-02 3.116812870599999785e-01
9.980611552600000547e-01 -2.873822409299999978e-02 3.141766044500000077e-01
9.980866031199999711e-01 -1.553263651099999997e-02 3.107207564500000241e-01
9.981124441299999983e-01 -9.586177884700000304e-03 3.013216354900000171e-01
9.981379139899999586e-01 -1.306521885200000004e-02 2.866728626600000274e-01
9.981631842599999471e-01 -2.620418961999999852e-02 2.682059805800000030e-01
9.981885449899999818e-01 -4.707313747399999998e-02 2.477461151600000022e-01
9.982138945599999813e-01 -7.252216410999999530e-02 2.271479468100000010e-01
9.982395895000000241e-01 -9.789996338900000539e-02 2.085020392199999906e-01
9.982653924000000067e-01 -1.185217153299999993e-01 1.932848444099999896e-01
9.982909144299999538e-01 -1.304045151700000127e-01 1.822700929699999917e-01
9.983165345100000199e-01 -1.309871200000000124e-01 1.755309178599999964e-01
9.983419431800000243e-01 -1.198580107999999977e-01 1.722328359099999928e-01
9.983673508399999452e-01 -9.861640003200000670e-02 1.713819225100000065e-01
9.983926251100000426e-01 -7.026857855300000510e-02 1.718316481699999898e-01
9.984180754300000515e-01 -3.914977008900000222e-02 1.725476293400000083e-01
9.984435218899999631e-01 -9.446678510699999670e-03 1.727824440000000072e-01
9.984690366999999789e-01 1.457116534599999999e-02 1.721553355200000079e-01
9.984942811300000498e-01 3.030604573600000073e-02 1.706400883199999940e-01
9.985199022899999832e-01 3.614320311600000002e-02 1.687519472600000070e-01
9.985454201400000285e-01 3.233444703200000214e-02 1.675179261099999928e-01
9.985709125799999697e-01 2.028352727200000150e-02 1.678206519300000088e-01
9.985964500299999713e-01 2.452721079500000054e-03 1.701691349499999950e-01
9.986219596600000026e-01 -1.841613194899999889e-02 1.750188859400000074e-01
9.986474937000000551e-01 -3.959819271000000057e-02 1.824223176199999963e-01
9.986729521599999604e-01 -5.909169562000000236e-02 1.920554058800000019e-01
9.986984623800000405e-01 -7.568644903900000054e-02 2.035204619200000065e-01
9.987243677499999528e-01 -8.855565650299999925e-02 2.163371790499999947e-01
9.987499071700000064e-01 -9.755196359100000436e-02 2.302876012400000005e-01
9.987755005199999703e-01 -1.023820970000000052e-01 2.443661246200000137e-01
9.988008587200000177e-01 -1.031536448500000036e-01 2.576946521899999842e-01
9.988262197599999670e-01 -9.989588955099999723e-02 2.687058565100000074e-01
9.988517957700000505e-01 -9.293219795399999816e-02 2.756631213899999877e-01
9.988771869600000519e-01 -8.285922765000000578e-02 2.769287488900000205e-01
9.989028254499999759e-01 -7.134979770799999843e-02 2.710443597300000174e-01
9.989283225099999663e-01 -6.069150301400000336e-02 2.573892694800000158e-01
9.989537039600000501e-01 -5.365365882700000311e-02 2.363574037700000019e-01
9.989793372799999904e-01 -5.263018352200000277e-02 2.099135311299999973e-01
9.990045372600000473e-01 -5.865632550699999975e-02 1.804781868600000005e-01
9.990299724200000231e-01 -7.019345408299999811e-02 1.529490937899999903e-01
9.990555888500000092e-01 -8.273900687700000423e-02 1.327538570300000054e-01
9.990811900999999606e-01 -8.950752501400000005e-02 1.260463148500000075e-01
9.991062285999999792e-01 -8.386064403899999575e-02 1.372424671699999932e-01
9.991317287200000008e-01 -6.250778788199999603e-02 1.655243487299999927e-01
9.991571433899999466e-01 -2.695357257000000062e-02 2.049040915299999988e-01
9.991825553700000029e-01 1.576738157900000117e-02 2.448211176099999997e-01
9.992080048100000500e-01 5.612005080199999885e-02 2.746167291800000188e-01
9.992333139000000308e-01 8.568821159400000220e-02 2.875626389000000005e-01
9.992584965099999827e-01 9.929139033299999584e-02 2.821421905200000024e-01
9.992840030599999812e-01 9.574666381999999420e-02 2.616336839300000272e-01
9.993094935499999831e-01 7.721817621300000600e-02 2.316401402799999898e-01
9.993350361099999635e-01 4.807678201300000231e-02 1.987130984499999864e-01
9.993602535200000192e-01 1.246331966700000085e-02 1.674918117299999953e-01
9.993859884600000409e-01 -2.461722841699999845e-02 1.421735792100000118e-01
9.994114053399999476e-01 -6.111929767600000202e-02 1.236183364400000040e-01
9.994370099099999516e-01 -9.406947233000000075e-02 1.125990336299999978e-01
9.994620744600000162e-01 -1.235521188100000001e-01 1.084933082900000068e-01
9.994877855699999536e-01 -1.480771214200000130e-01 1.109322232600000041e-01
9.995132743800000386e-01 -1.677530475600000071e-01 1.193738957700000020e-01
9.995384000000000491e-01 -1.814737912399999875e-01 1.336182200300000122e-01
9.995637291200000218e-01 -1.877605707099999910e-01 1.531598874700000057e-01
9.995890822299999812e-01 -1.854372563799999984e-01 1.773220948500000005e-01
9.996147132099999499e-01 -1.740345563300000065e-01 2.040446105300000035e-01
9.996402179100000174e-01 -1.540512699999999902e-01 2.311612372100000090e-01
9.996657373299999705e-01 -1.274102488299999891e-01 2.559423081500000197e-01
9.996912394600000473e-01 -9.671272237700000163e-02 2.763496798999999782e-01
9.997165860100000190e-01 -6.411538198900000596e-02 2.911614004299999947e-01
9.997422196699999875e-01 -3.199986601799999913e-02 2.994099138099999835e-01
9.997674694000000528e-01 -9.645160132700000138e-04 3.009197359699999907e-01
9.997927637000000312e-01 2.809612552399999921e-02 2.954413851800000157e-01
9.998184814099999596e-01 5.432247544800000022e-02 2.832362244500000181e-01
9.998440255699999613e-01 7.667978968800000239e-02 2.648311464800000015e-01
9.998692775999999949e-01 9.347313100000000097e-02 2.413719675000000064e-01
9.998948084100000022e-01 1.027634047000000050e-01 2.153431176499999988e-01
9.999198036299999925e-01 1.032974941700000038e-01 1.883510620000000135e-01
9.999453006599999805e-01 9.415898524999999353e-02 1.636456842500000064e-01
9.999708350399999501e-01 7.568990643200000645e-02 1.427961905000000031e-01
9.999962199399999863e-01 4.920461237100000329e-02 1.272158958999999867e-01
1.000021907899999896e+00 1.743356934799999980e-02 1.177544745900000051e-01
1.000047523199999899e+00 -1.666258028900000077e-02 1.144339644699999964e-01
1.000072713100000010e+00 -5.026476008300000131e-02 1.168973980500000037e-01
1.000098147599999932e+00 -8.037565597500000159e-02 1.240685066699999950e-01
1.000123550599999911e+00 -1.058045818399999949e-01 1.345442825100000017e-01
1.000149074200000099e+00 -1.255228694399999900e-01 1.466615622000000119e-01
1.000174625899999947e+00 -1.395292836199999997e-01 1.590791791800000021e-01
1.000200044100000074e+00 -1.485604133600000043e-01 1.708192623700000023e-01
1.000225359999999952e+00 -1.538813323200000083e-01 1.811389751299999906e-01
1.000250757299999904e+00 -1.564940772600000030e-01 1.897293214499999880e-01
1.000276243599999892e+00 -1.565663675400000010e-01 1.966375865399999923e-01
1.000301694000000019e+00 -1.531910533099999916e-01 2.022207096199999943e-01
1.000327286799999937e+00 -1.449797176300000046e-01 2.071710987500000045e-01
1.000352644399999935e+00 -1.307332753700000127e-01 2.124645077700000051e-01
1.000378306800000061e+00 -1.107775659700000054e-01 2.186678067700000005e-01
1.000403933599999906e+00 -8.639498223500000074e-02 2.259208268300000044e-01
1.000429687000000012e+00 -6.021986756000000107e-02 2.337025766199999910e-01
1.000455388300000026e+00 -3.493736866100000116e-02 2.412172937900000091e-01
1.000480878899999926e+00 -1.268922035800000049e-02 2.475438426799999869e-01
1.000506247299999929e+00 5.620791257800000079e-03 2.516953486899999870e-01
1.000531789799999904e+00 1.976062122400000162e-02 2.526569849499999965e-01
1.000557211300000082e+00 2.976646902900000058e-02 2.495672787000000059e-01
1.000582520700000089e+00 3.541918785200000308e-02 2.416844871799999905e-01
1.000608059499999980e+00 3.648062612300000118e-02 2.288624271599999926e-01
1.000633528899999902e+00 3.293672522700000216e-02 2.116421562299999892e-01
1.000658893200000010e+00 2.519603905300000016e-02 1.914448898399999932e-01
1.000684328399999989e+00 1.421070443999999933e-02 1.704730267500000063e-01
1.000709921699999949e+00 1.261660902300000076e-03 1.515141427299999954e-01
1.000735422400000019e+00 -1.240992026699999987e-02 1.368949158599999938e-01
1.000760965900000077e+00 -2.558664104399999834e-02 1.282569660700000058e-01
1.000786514799999916e+00 -3.743075570800000196e-02 1.262037937499999873e-01
1.000811912899999934e+00 -4.748479319199999660e-02 1.307411670299999940e-01
1.000837218999999889e+00 -5.562089064200000099e-02 1.416554902200000132e-01
1.000862720300000008e+00 -6.209549642900000221e-02 1.577367198799999870e-01
1.000887980899999974e+00 -6.773477209400000087e-02 1.772319414699999873e-01
1.000913248300000058e+00 -7.348121313899999563e-02 1.977049280300000045e-01
1.000938766400000013e+00 -8.023381029100000450e-02 2.164220984199999864e-01
1.000964324299999930e+00 -8.830727260399999501e-02 2.309980839999999924e-01
1.000990059000000043e+00 -9.712287940500000105e-02 2.399203549099999944e-01
1.001015511899999932e+00 -1.058287164099999955e-01 2.431705161699999895e-01
1.001040969700000005e+00 -1.132491580200000042e-01 2.413130701400000022e-01
1.001066155199999974e+00 -1.186526068100000053e-01 2.352078276400000056e-01
1.001091597899999908e+00 -1.213535954200000017e-01 2.259137804599999910e-01
1.001117009299999916e+00 -1.210172057000000051e-01 2.143926791399999865e-01
1.001142416600000029e+00 -1.176887935800000062e-01 2.018010334399999994e-01
1.001168071599999987e+00 -1.117437583800000023e-01 1.898437825500000065e-01
1.001193353099999905e+00 -1.032100484999999984e-01 1.802175803999999937e-01
1.001218696500000060e+00 -9.215994351600000078e-02 1.746925901099999900e-01
1.001244135499999910e+00 -7.860327444200000679e-02 1.739703380000000021e-01
1.001269703199999972e+00 -6.288958242099999818e-02 1.780525923300000091e-01
1.001295589799999997e+00 -4.610572129900000066e-02 1.857331278699999866e-01
1.001321340300000085e+00 -2.950430554399999933e-02 1.948382048400000011e-01
1.001346972499999932e+00 -1.439646233900000044e-02 2.028845332900000020e-01
1.001372463000000046e+00 -1.415205589600000008e-03 2.079487554499999946e-01
1.001398077299999967e+00 8.916646636700000308e-03 2.091237314699999905e-01
1.001423623300000010e+00 1.622974522899999980e-02 2.066758222400000011e-01
1.001449197799999968e+00 2.004241714399999930e-02 2.014311896100000054e-01
1.001474698100000005e+00 2.006777703800000090e-02 1.943744835000000004e-01
1.001500235900000035e+00 1.623106049500000134e-02 1.867135033800000066e-01
1.001525389200000005e+00 8.402057333299999681e-03 1.792326841699999895e-01
1.001550843700000026e+00 -3.435121909200000191e-03 1.727758838300000044e-01
1.001576167999999933e+00 -1.973209808500000009e-02 1.680067582399999981e-01
1.001601707300000088e+00 -4.020157894100000184e-02 1.659219223099999974e-01
1.001627255300000074e+00 -6.404268690799999608e-02 1.673589599399999961e-01
1.001652598800000016e+00 -8.966815625200000306e-02 1.726926105200000117e-01
1.001678168600000030e+00 -1.141078686600000003e-01 1.814256553299999908e-01
1.001703597999999973e+00 -1.345851994599999990e-01 1.928723178700000040e-01
1.001729163900000108e+00 -1.480651236899999945e-01 2.059276280000000015e-01
1.001754741200000076e+00 -1.527869597000000024e-01 2.191710150199999985e-01
1.001780179400000081e+00 -1.481798550900000067e-01 2.309983970199999959e-01
1.001805869700000073e+00 -1.353559070099999984e-01 2.400999023900000084e-01
1.001831470199999963e+00 -1.166677937199999959e-01 2.461218238300000027e-01
1.001857054300000049e+00 -9.556816562299999540e-02 2.490550519999999990e-01
1.001882627200000098e+00 -7.572515491100000051e-02 2.493344883799999967e-01
1.001908011600000092e+00 -5.996835507199999721e-02 2.475411964299999990e-01
1.001933506499999904e+00 -5.000174744500000129e-02 2.442004474499999966e-01
1.001959065999999954e+00 -4.576264652200000282e-02 2.394738521900000028e-01
1.001984661000000054e+00 -4.576361087800000227e-02 2.333462354199999922e-01
1.002010302700000022e+00 -4.764805694899999777e-02 2.261354539800000119e-01
1.002035795400000096e+00 -4.915049822999999901e-02 2.183844618299999873e-01
1.002061197299999984e+00 -4.862242356899999784e-02 2.107359546500000014e-01
1.002086813800000087e+00 -4.532999030599999674e-02 2.037430080100000040e-01
1.002112112200000071e+00 -3.921953015400000270e-02 1.973556100499999910e-01
1.002137466600000026e+00 -3.096763073800000085e-02 1.914520912700000133e-01
1.002163202500000017e+00 -2.181656186299999953e-02 1.860620318100000004e-01
1.002188736699999971e+00 -1.312276907500000041e-02 1.815555979400000075e-01
1.002214183099999989e+00 -6.444454910200000074e-03 1.788668369099999933e-01
1.002239877899999909e+00 -3.021064199200000199e-03 1.789024120200000123e-01
1.002265409400000085e+00 -3.570969138899999801e-03 1.823135540499999929e-01
1.002290780300000073e+00 -8.273201352999999883e-03 1.892497101199999976e-01
1.002316325100000016e+00 -1.658792727000000036e-02 1.988761852600000046e-01
1.002341904599999944e+00 -2.743157343800000161e-02 2.099961585500000061e-01
1.002367347100000083e+00 -3.957347724899999697e-02 2.214870466799999937e-01
1.002393085800000083e+00 -5.161833852600000022e-02 2.319377135600000084e-01
1.002418625900000082e+00 -6.264066100699999806e-02 2.404925607099999973e-01
1.002443963399999971e+00 -7.175317712800000081e-02 2.465840046299999921e-01
1.002469155500000042e+00 -7.855865715099999425e-02 2.499158531800000083e-01
1.002494794600000017e+00 -8.292749369500000689e-02 2.502406309299999854e-01
1.002520394400000070e+00 -8.504157321199999620e-02 2.474735347299999999e-01
1.002545826199999990e+00 -8.506105524399999729e-02 2.419097572199999935e-01
1.002571203100000030e+00 -8.340735569599999621e-02 2.344419456999999873e-01
1.002596765699999892e+00 -8.047054856200000494e-02 2.264063225100000076e-01
1.002622298999999995e+00 -7.652150200500000554e-02 2.192649397900000019e-01
1.002647644799999904e+00 -7.200473771300000547e-02 2.143554086599999964e-01
1.002673202600000035e+00 -6.752053362399999814e-02 2.125457818500000040e-01
1.002698878499999946e+00 -6.344351864000000174e-02 2.134482559299999971e-01
1.002724401300000068e+00 -5.994702471599999694e-02 2.157086210799999959e-01
1.002750012299999938e+00 -5.707638324300000343e-02 2.177657779299999874e-01
1.002775417699999894e+00 -5.468236535999999870e-02 2.186740794800000054e-01
1.002800969099999939e+00 -5.256279256399999655e-02 2.182839311800000015e-01
1.002826687300000019e+00 -5.030327751400000269e-02 2.171526668300000074e-01
1.002851960599999925e+00 -4.718948661300000069e-02 2.163650122799999909e-01
1.002877658999999921e+00 -4.236361237899999993e-02 2.169845175200000031e-01
1.002903110599999925e+00 -3.481266969699999686e-02 2.193207464199999901e-01
1.002928521499999892e+00 -2.417062673999999939e-02 2.229932341799999995e-01
1.002954088599999904e+00 -1.104138564900000036e-02 2.272287543300000046e-01
1.002979582999999897e+00 2.982208473099999795e-03 2.308925009399999950e-01
1.003004913799999898e+00 1.571858526000000089e-02 2.328611796600000006e-01
1.003030806399999975e+00 2.453752470599999957e-02 2.323684426600000075e-01
1.003056446900000065e+00 2.772173137100000101e-02 2.290580053700000118e-01
1.003082141099999935e+00 2.441308437899999961e-02 2.232394595999999953e-01
1.003107600000000099e+00 1.495903612600000057e-02 2.155048590099999939e-01
1.003133307499999960e+00 6.734449047300000496e-04 2.068298511299999920e-01
1.003158937100000037e+00 -1.702123329599999901e-02 1.983243151200000109e-01
1.003184542500000109e+00 -3.645521548399999895e-02 1.914492706200000005e-01
1.003209832900000098e+00 -5.650027566799999817e-02 1.874792644299999866e-01
1.003235578299999986e+00 -7.518641829000000110e-02 1.874735643500000104e-01
1.003261020899999911e+00 -9.158060749900000241e-02 1.917401277499999890e-01
1.003286639399999958e+00 -1.041432140900000053e-01 2.001157032099999955e-01
1.003312341500000038e+00 -1.118811159599999994e-01 2.119584317900000126e-01
1.003337769600000096e+00 -1.142547630299999978e-01 2.261736329700000103e-01
1.003363402399999993e+00 -1.113363061000000043e-01 2.410660659399999906e-01
1.003388661000000015e+00 -1.038193042699999957e-01 2.555367238999999846e-01
1.003414235699999990e+00 -9.322042512200000297e-02 2.677993681499999945e-01
1.003439744700000080e+00 -8.088344413900000474e-02 2.764783885800000118e-01
1.003465203199999989e+00 -6.797789463099999929e-02 2.802997695900000252e-01
1.003490821300000002e+00 -5.534636490500000061e-02 2.788024993100000071e-01
1.003516117500000027e+00 -4.289258728800000170e-02 2.720897611399999971e-01
1.003541482599999979e+00 -3.047372661600000060e-02 2.606830375099999930e-01
1.003567170499999994e+00 -1.821559921499999943e-02 2.455110296399999892e-01
1.003592678600000010e+00 -6.592543630700000226e-03 2.276031118200000092e-01
1.003618248300000015e+00 3.191744478600000174e-03 2.085169522700000000e-01
1.003643852800000014e+00 1.003057594100000005e-02 1.895947783399999920e-01
1.003669244599999955e+00 1.306880969999999961e-02 1.723449359800000025e-01
1.003694781699999927e+00 1.187801455200000050e-02 1.588744954000000098e-01
1.003720347300000038e+00 6.722041041199999789e-03 1.507311322200000081e-01
1.003745892800000039e+00 -1.648863773499999923e-03 1.488927045600000054e-01
1.003771403300000031e+00 -1.230398864899999965e-02 1.535664602500000087e-01
1.003797111199999925e+00 -2.403783720600000118e-02 1.641250572500000116e-01
1.003822596800000078e+00 -3.565949678900000308e-02 1.796916657500000070e-01
1.003848109400000022e+00 -4.556070847399999735e-02 1.991711270600000083e-01
1.003873783500000005e+00 -5.191560628900000057e-02 2.215456077200000096e-01
1.003899474700000072e+00 -5.309502758899999758e-02 2.454716903199999911e-01
1.003924762300000051e+00 -4.853532862300000139e-02 2.689929551799999929e-01
1.003950159499999994e+00 -3.936472225899999983e-02 2.886647750999999928e-01
1.003975780900000059e+00 -2.863715974600000019e-02 3.013432696700000246e-01
1.004000647000000024e+00 -1.976381220100000002e-02 3.051265408500000165e-01
1.004026346599999897e+00 -1.648482625899999957e-02 2.993440660500000239e-01
1.004051813800000081e+00 -2.049271250700000074e-02 2.855304286500000011e-01
1.004077131300000092e+00 -3.178285839500000209e-02 2.662846786699999968e-01
1.004102777800000013e+00 -4.808981529300000030e-02 2.448087164999999954e-01
1.004128087000000003e+00 -6.680335455199999661e-02 2.231958541100000082e-01
1.004153502999999947e+00 -8.495097486800000375e-02 2.034856450799999994e-01
1.004179337500000102e+00 -1.001156069600000059e-01 1.873450926100000136e-01
1.004205089700000109e+00 -1.106562061600000063e-01 1.758494603400000134e-01
1.004230483299999976e+00 -1.157809803899999962e-01 1.693685691300000074e-01
1.004255952599999890e+00 -1.155492235599999973e-01 1.676231911199999869e-01
1.004281587199999937e+00 -1.106162985600000065e-01 1.697427697199999919e-01
1.004307128500000035e+00 -1.015584251300000046e-01 1.749306451300000065e-01
1.004332713799999999e+00 -8.874497364500000263e-02 1.828111998699999963e-01
1.004358293599999952e+00 -7.230870561299999888e-02 1.931318364600000115e-01
1.004383901700000026e+00 -5.232949098800000060e-02 2.052274518799999947e-01
1.004409551399999989e+00 -2.942470481500000096e-02 2.179940660899999938e-01
1.004434916099999908e+00 -4.746881765699999603e-03 2.303158613999999882e-01
1.004460394599999917e+00 1.955136043399999940e-02 2.408484432899999916e-01
1.004485959900000003e+00 4.139427046300000329e-02 2.484878274400000031e-01
1.004511597000000034e+00 5.842974428699999889e-02 2.523180831899999865e-01
1.004537003300000064e+00 6.892641612100000592e-02 2.522658634800000188e-01
1.004562370900000001e+00 7.159610138199999640e-02 2.488869720699999899e-01
1.004587837100000103e+00 6.580843849299999881e-02 2.427079903599999866e-01
1.004613501699999967e+00 5.161862143800000080e-02 2.341929963899999911e-01
1.004639025899999982e+00 2.958994652599999942e-02 2.237460342400000024e-01
1.004664485199999957e+00 1.320071930900000015e-03 2.122036486099999897e-01
1.004690083799999911e+00 -3.012588988299999895e-02 2.013371914000000040e-01
1.004715666699999899e+00 -6.073978489299999839e-02 1.935077346100000095e-01
1.004741185399999903e+00 -8.606266311000000668e-02 1.908129534199999866e-01
1.004766627400000001e+00 -1.026013034299999988e-01 1.942814576000000126e-01
1.004792217100000107e+00 -1.085836415700000002e-01 2.034145952099999932e-01
1.004817634899999979e+00 -1.048225422299999959e-01 2.163343814900000051e-01
1.004842952199999973e+00 -9.389395669000000222e-02 2.302958437100000033e-01
1.004868527399999989e+00 -7.943986347699999451e-02 2.420853365700000037e-01
1.004894117799999931e+00 -6.509908154200000352e-02 2.490908542699999950e-01
1.004919767000000075e+00 -5.409656763199999913e-02 2.498108169499999864e-01
1.004945293500000059e+00 -4.815772268199999817e-02 2.439277455899999947e-01
1.004970782300000032e+00 -4.719407870399999760e-02 2.323107420999999950e-01
1.004996130699999934e+00 -4.951065901599999847e-02 2.174338258500000121e-01
1.005021299999999895e+00 -5.268611585500000000e-02 2.029049927100000095e-01
1.005046605500000023e+00 -5.434966726499999845e-02 1.921322618699999873e-01
1.005072044100000062e+00 -5.302793669099999802e-02 1.869643997400000091e-01
1.005097642600000007e+00 -4.841496847900000206e-02 1.877361830000000009e-01
1.005123099099999973e+00 -4.112591478299999770e-02 1.934970281399999992e-01
1.005148554400000060e+00 -3.238988531599999721e-02 2.027196797099999892e-01
1.005174188200000041e+00 -2.379306653299999991e-02 2.135655589999999882e-01
1.005199526299999979e+00 -1.656271971899999848e-02 2.243973667399999927e-01
1.005225071599999964e+00 -1.157563618399999952e-02 2.335625020400000085e-01
1.005250400500000030e+00 -8.697144522600000136e-03 2.404857547800000050e-01
1.005276090399999989e+00 -7.215504330099999607e-03 2.447660602199999980e-01
1.005301542600000042e+00 -5.862480800299999656e-03 2.465294941900000036e-01
1.005327013300000072e+00 -3.536039596000000156e-03 2.462140165900000011e-01
1.005352350599999944e+00 1.079882621600000041e-04 2.446329420299999946e-01
1.005377736700000080e+00 4.590587360599999653e-03 2.425837228899999920e-01
1.005403322800000110e+00 8.888325210500000115e-03 2.401841397599999983e-01
1.005428943899999927e+00 1.180251275800000069e-02 2.372514459199999981e-01
1.005454580999999958e+00 1.241299938799999940e-02 2.337545959300000031e-01
1.005479957299999949e+00 1.036040924699999956e-02 2.296393137399999895e-01
1.005505387599999967e+00 5.721965642300000376e-03 2.251580260100000119e-01
1.005530987900000062e+00 -1.256892078699999981e-03 2.207346675000000091e-01
1.005556335499999898e+00 -1.044153412000000010e-02 2.167906998899999937e-01
1.005581702900000041e+00 -2.144557546999999870e-02 2.136070874100000072e-01
1.005607161799999982e+00 -3.397671822000000036e-02 2.110192041500000004e-01
1.005632836700000032e+00 -4.747278531100000004e-02 2.088506276000000050e-01
1.005658226600000038e+00 -6.145706349700000293e-02 2.068469786000000088e-01
1.005683554500000021e+00 -7.521202583500000149e-02 2.046839372600000040e-01
1.005708933700000030e+00 -8.786921161499999799e-02 2.020050436799999960e-01
1.005734418000000074e+00 -9.808704970499999842e-02 1.985130794299999890e-01
1.005760025999999918e+00 -1.043810358099999946e-01 1.943020609599999948e-01
1.005785188099999949e+00 -1.055988327399999954e-01 1.900064436099999921e-01
1.005810776299999931e+00 -1.009916790999999953e-01 1.867379018399999979e-01
1.005836494700000028e+00 -9.060304031799999713e-02 1.852575356499999992e-01
1.005861990199999889e+00 -7.501037644100000401e-02 1.862456159700000002e-01
1.005887637899999909e+00 -5.585915294999999753e-02 1.901150052599999973e-01
1.005913180100000082e+00 -3.496595635199999802e-02 1.968122615000000020e-01
1.005938568499999963e+00 -1.418838552700000047e-02 2.057756123499999978e-01
1.005964051999999942e+00 4.830479165299999753e-03 2.157033263600000028e-01
1.005989343900000055e+00 2.112391136000000072e-02 2.252939133000000094e-01
1.006014518800000035e+00 3.382712797000000243e-02 2.335354898399999990e-01
1.006039981200000044e+00 4.233722898100000104e-02 2.397120946400000119e-01
1.006065587599999978e+00 4.638250319900000251e-02 2.435305907699999994e-01
1.006090713699999917e+00 4.599656366499999677e-02 2.450886429499999908e-01
1.006116272899999942e+00 4.168346518100000259e-02 2.445975680799999941e-01
1.006141434699999948e+00 3.400497923799999933e-02 2.421343999499999955e-01
1.006166745400000062e+00 2.394026444800000097e-02 2.378260308500000086e-01
1.006192257399999956e+00 1.225435273700000056e-02 2.320463720400000041e-01
1.006217729100000069e+00 -6.432856625100000442e-04 2.252576594800000109e-01
1.006243441499999891e+00 -1.412457602500000013e-02 2.181486617700000019e-01
1.006268739600000073e+00 -2.808495289699999842e-02 2.110775227299999945e-01
1.006294280699999932e+00 -4.182624746400000204e-02 2.046034203700000109e-01
1.006319756399999932e+00 -5.513007517000000079e-02 1.991757307900000051e-01
1.006345328899999947e+00 -6.739057522899999375e-02 1.952934344599999983e-01
1.006370804699999955e+00 -7.813768573800000672e-02 1.928640425700000050e-01
1.006396366399999964e+00 -8.673956548700000047e-02 1.916015902400000082e-01
1.006421890599999980e+00 -9.272534474799999649e-02 1.912265481500000086e-01
1.006447307299999983e+00 -9.562390567499999550e-02 1.913247569200000053e-01
1.006472748900000047e+00 -9.509551944199999551e-02 1.915790434200000114e-01
1.006498027599999956e+00 -9.106883262400000678e-02 1.924047691899999912e-01
1.006523443699999909e+00 -8.390126369700000308e-02 1.947938872399999910e-01
1.006549028700000070e+00 -7.438317187000000053e-02 1.996461612400000085e-01
1.006574627300000024e+00 -6.341196759599999899e-02 2.074057814999999971e-01
1.006600067699999990e+00 -5.169828038399999770e-02 2.176347568499999996e-01
1.006625569000000109e+00 -3.994542867599999714e-02 2.284464378899999926e-01
1.006651040900000016e+00 -2.861491732499999927e-02 2.373034728600000032e-01
1.006676475199999921e+00 -1.794676955499999865e-02 2.420412229399999948e-01
1.006702144099999918e+00 -8.362925831299999543e-03 2.416133979400000020e-01
1.006727663699999997e+00 -3.609955172500000156e-04 2.364056963399999989e-01
1.006753232000000109e+00 5.355788443799999569e-03 2.279378974800000124e-01
1.006778779700000070e+00 8.322816776699999697e-03 2.182726604199999865e-01
1.006804153000000035e+00 8.497864565300000325e-03 2.095482006599999891e-01
1.006829663800000052e+00 6.330742380300000138e-03 2.036289146099999892e-01
1.006855199599999917e+00 2.558520391600000148e-03 2.013105163599999969e-01
1.006880467900000076e+00 -2.036480299599999991e-03 2.021523331700000037e-01
1.006906038499999934e+00 -6.691919278799999746e-03 2.045534169400000102e-01
1.006931378800000054e+00 -1.135318186500000083e-02 2.064820979199999962e-01
